,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
421,422,밥/죽/떡,일상,해물류,끓이기,감기 기운이 있을때 튼튼해 지라고 소고기사골미역죽 만들어 먹었어요:) ,https://www.10000recipe.com/recipe/6838321,"6,461",송송이야,2,30분 이내,초급,"['불린미역 2/3컵', '애호박 1/5', '양파 1/2', '새송이버섯 2/3', '소고기 1/2', '밥 1공기', '사골육수 3종이컵', '참기름 3숟가락', '천일염 1/4숟가락', '간장                                                                                선택사항 ', '통깨 1숟가락']",미역은 칼슘이 풍부 하여 뼈를 튼튼하게 한다. 섬유 질이 많아 위와 십이지 장을 튼튼하게 한다.,"['1. 미역을 조금 손에 잡아서 물에 불려 줬어요~\n한 15분정도 걸린거 같아요', '2. 불린 미역을 미역을 불려서 빡빡 씻어 줍니다.', '3. 물에 불린 미역을 물기를 꼭 짜서 가위나 칼로 잘라줍니다.', '4. 냉장고에 구워져 있는 버섯이랑 애호박이랑 양파 반개를 꺼내줍니다.(생거로 해주셔도 됩니다. 저는 냉장고에 구워 놓은게 있어 활용했어요.)\n당근이나 맛살을 추가로 넣으셔도 됩니다.\n참치 넣어 만들어도 맛나요.', '5. 칼로 챙챙챙 다져줍니다.', '6. 뚝배기에 참기름또는 들기름 2숟가락을 넣고 미역을 볶아 줍니다.', '7. 냉동실에 있는 소고기 다져 볶은 민찌(?) 같은걸 넣어 함께 볶아 줍니다.\n(소고기는 참기름 또는 들기름에 다진마늘 소금 넣고 볶은거에요)', '8. 소고기 볶아 둔거에 다진마늘이랑 간장간이 되어져 있어서... 따로 양념은 하지 않았어요.', '9. 뚝배기에 양파만 넣고 볶아줍니다.\n(버섯이랑 호박은 한번 구워 둔거라서요)', '10. 양파를 한번 볶아 준 후에', '11. 애호박이랑 새송이버섯을 넣고 볶아 줍니다.\n(생 애호박, 버섯이면 윗단계에 함께 볶으세요.)', '12. 열심히 볶은 후에 참기름 1숟가락을 추가로 넣어 줍니다.', '13. 밥 한공기 넣어 줍니다.\n불린 쌀을 넣어도 무방합니다.\n(불린 생쌀을 넣으면 소요시간이 길어지지만 밥알이 입에 넣으면 퍼져요~)', '14. 준비된 사골 국물을 준비해 넣어줍니다.\n쌀뜬물을 넣어도 되고요 그냥 물을 넣어도 되어요.\n(상황에 맞게 있는대로 해주세요)', '15. 이렇게 약불로 끓여줍니다.\n중간중간에 한번씩 저어 줍니다.\n(누룽지처럼 붙을수 있어서요)', '16. 뽀글뽀글 끓여줍니다. \n간장을 넣어서 간을 해주시면 됩니다.\n저는 별도로 간장을 넣어 먹으려고 간하지 않았어요.', '17. 뚝배기에 끓이면 일반 냄비에서 끓이는거 보다 오래 보온이 유지 됩니다.']","['미역죽', '소고기미역죽', '사골죽']"
422,423,밥/죽/떡,일상,해물류,끓이기,KBS여섯시내고향 제철밥도둑 톳홍합밥_박서란 요리연구가,https://www.10000recipe.com/recipe/6838437,"3,165","서란, INSPIRED BY SUHRAN",3,60분 이내,아무나,"['쌀 ', '무 ', '톳 ', '홍합 ', '표고버섯 ', '다시마                                                                                우린국물 ']","KBS1 여섯시내고향(6시 내고향) 제철 밥도둑! 여섯시 내고향에서 소개해드린 제철 식재료를 가지고 맛있는 밥도둑을 만들어 보는 코너! 요리연구가 박서란 선생님의 방송을 소개해 드립니다!~ 순무 청국장 찌개에 이어, 함께 먹으며 궁합이 딱인 ""톳홍합밥""을 만들어 보겠습니다!","['1. 홍합을 소금물로 씻는데요, 홍합물을 수돗물에 씻으면, 삼투합 현상으로 홍합의 짠 기가 다 빠져서 맛이 없어지니\n꼭 소금물로 씻습니다!~', '2. 그리고, 채썬 무와 톳을 불린 쌀 위에 넣고, 홍합을 넣고, 밥물 대신 표고버섯과 다시마 우린 국물을 넣습니다~', '3. 그 후 표고버섯과 다시마 우린국물을 넣으면,! 오독오독 씹히면서 몸에 활력을 불어 넣어줄 톳 홍합밥 완성입니다 :)']","['톳홍합밥', '홍합밥', '홍합', '밥', '박서란', '요리연구가', '서란', 'SUHRAN', '박서란요리연구가', '한식', '밥짓기', '초간단', '건강식']"
423,424,밥/죽/떡,일상,해물류,끓이기,굴무버섯밥,https://www.10000recipe.com/recipe/6841228,"5,292",카푸치노,2,60분 이내,중급,"['멥쌀 2컵', '물 1.5컵', '무 200g', '굵은소금 1작은술', '청주 1큰술', '굴 1봉지', '표고버섯 1~2개', '국간장 1큰술', '간장 2큰술', '맛술 1큰술', '고춧가루 1큰술', '다진양파 2큰술', '고추 1개', '참기름 1작은술', '통깨 약간']",윤기가 좌르륵 흐르는 든든한 한 그릇요리인 굴무버섯밥이예요. 겨울 제철을 맞아 굴이 탱글탱글하면서 촉촉하고 살이 오도통하게 차올라 시원하면서도 담백고소해요. 표고버섯까지 넣어 마치 고기와 함께 먹는것 같는 스태미나음식이예요.,"['1. 쌀은 깨끗이 씻어 물에 30분정도 불려주세요. 불린후에 물을 1컵반 정도 넣어주세요. 무가 들어가니 평상시 물의양보다 적게 넣어주시면 된답니다.', '2. 무는 채썰어 굵은소금을 넣어 20분정도 절여 깨끗이 씻어 물기를 꼬옥 짜 주세요 .', '3. 표고버섯을 채썰어주시구요.. 표고버섯대신 다른버섯을 이용하셔도 좋아요 표고가 들어가면 향이 좋아 전 더 맛나더라구요~', '4. 체에 받쳐 흐르는물에 껍질 없이 잘 씻어 주세요.', '5. 쌀에 물을 부어주시고 무 넣어주시고 표고도 넣어 센불에서 끓여주세요. 한번 끓어오르면 불을 중불로 줄여주세요.', '6. 밥물이 잦아들면 굴넣고 5~10분정도 약불에서 뜸을 들여주세요. 밥하고난 후의 느낌은요..역시 굴은 자연산이 더 맛난거 같아요.. 향이 아주 좋더라구요.. 양념장은 밥하는동안 모두 넣어 섞어주시면 완성입니다~ 양념장에 청양고추를 넣으시면 더 매콤하게 드실 수 있어요~']","['굴밥', '굴무버섯밥', '뚝배기굴밥', '한그릇', '굴요리', '제철요리']"
424,425,밥/죽/떡,일상,해물류,끓이기,냄비 굴무밥:겨울밥으로는 더할 나위 없다!,https://www.10000recipe.com/recipe/6840029,"4,606",재미마미,3,30분 이내,중급,"['쌀 1.5컵', '물 1.5컵', '굴 1컵', '무                                                                                3센티 두께 ', '다시마 1조각', '소금 약간', '적당량 ', '양조간장 + 국간장 4큰술', '매실청 2큰술', '참기름 + 들기름 2작은술', '1큰술 ', '1큰술 ', '통깨 1큰술']","미리 쌀을 불린 후 두꺼운 냄비에 밥을 지으니
냄비밥도 그닥 어렵지 않더군요, 다시마 넣고 
불리고 무 넣고 밥 짓다가 뜸 들일 때
굴을 넣어 짓는 손쉬운 냄비 굴무밥, 
오늘 저녁메뉴로 어떠세요?","['1. -쌀을 씻은 후 냄비에 동량의 물을 넣고 30분이상 불려놓으세요, 다시마 한 조각을 넣어주면 더 좋아요', '2. -굵게 채썬 무를 넣고 중불에서 끓이다가 보글보글 끓는 소리가 나면 약불로 낮추세요', '3. -굴은 굵은 소금을 넣어 가볍게 조물락거린 후 두세차례 헹군 후 체에 받혀놓으세요', '4. -약불로 낮춘 상태에서 밥을 한번 뒤적여준 후 굴을 넣고 5분 정도(쌀이 충분히 익을 때까지)뚜껑을 덮고 익혀요\n*이때 물이 좀 적다 싶으면 한두큰술 정도 넣어주어도 좋지만 너무 섣불리 많이 넣으면 안돼요', '5. -밥을 짓는 사이에 다진마늘,다진파,간장,매실청,참기름,깨소금 등을 넣고 입마사에 맞게 양념간장을 만들어요', '6. -밥이 다되면 불을 끄고 7~8분 정도 뚜껑을 덮은 채 뜸을 들이세요']","['굴밥', '굴무밥', '냄비밥', '냄비굴밥', '겨울밥', '굴요리', '겨울식단']"
425,426,밥/죽/떡,일상,해물류,끓이기,새우 크림리조또,https://www.10000recipe.com/recipe/6831402,"4,711",으뇽2,1,30분 이내,초급,"['칵테일새우 적당히', '파프리카 적당히', '피망 적당히', '다진마늘 조금', '우유 적당히', '치즈 1장', '후추 약간']",만들기 쉽고 고소하고 영양만점인 새우 크림리조또입니다.,"['1. 냉동보관중이였던 다진파프리카와 피망 그리고 다진마늘을 기름에 달달 볶아주세요.', '2. 냉동중인 칵테일새우를 물에 담가 해동시킨후에 야채와 같이 볶아주세요.', '3. 어느정도 볶아지면 우유를 재료가 잠길정도로 넣어서 끓여주세요.', '4. 끓여진 재료에 밥이랑 아기치즈 한장을 넣어서 잘 섞어가며 끓여주세요. 후추도 약간 뿌려주시면 좋습니다.']",
426,427,밥/죽/떡,일상,해물류,끓이기,해물 토마토 리조또 만들기,https://www.10000recipe.com/recipe/6814114,"12,555",쟌쟌,2,30분 이내,중급,"['쌀                                                                                200cc ', '모둠해물 2줌', '양파 1개', '파프리카 약간', '양송이버섯 2개', '마늘 6톨', '청량고추 2개', '멸치다시육수 400cc', '미림 2숟갈', '후추 약간', '토마토소스 7큰술', '피자치즈 기호']",밥으로 만드는 게 아닌 직접 쌀을 불려 만들어 쌀알이 살아있는 해물토마토리조또입니다.,"['1. 쌀은 깨끗이 씻어 한 30분 이상은 미리 불려주세요.', '2. 야채들은 잘게 썰어서 준비해주세요.', '3. 모듬해물도 준비!! 살짝 녹여준 뒤 미림 2숟갈, 후추 약간으로 비린내를 잡아주세요.', '4. 기름두른 팬에 청량고추와 마늘을 먼저 달달 볶아주다가 야채를 넣어 함께 볶아주세요. 양파가 색깔이 살짝 투명해질 때 쯤 준비해 둔 해물들을 넣어주시고 볶아주세요.', '5. 그리고 불려놓은 쌀을 넣고 볶아줍니다. 쌀알도 약간 볶으면서 익혀주는 것이 좋대요~ 쌀알에 기름이 골고루 베어들게 잘 섞어주시고 대충 3~4분 정도 달달 볶아주다가 준비해 둔 육수를 붓고 저어가며 끓여줍니다.', '6. 쌀이 익으면 토마토소스를 넣어주고 다시 섞어가며 저어주면 끝!', '7. 그냥 먹어도 좋지만, 위에 피자치즈를 올린 뒤 오븐에 10분 돌렸어요. 전자레인지에서 치즈가 녹을 때까지 돌려주셔도 됩니다.오븐 , 전자레인지']",
427,428,밥/죽/떡,일상,해물류,끓이기,홍합영양밥,https://www.10000recipe.com/recipe/3459289,"11,950",과일짱,,,,"['홍합 적당량', '쌀 1/2컵', '은행 약간', '홍합육수 1컵', '쪽파양념장                                                                                본문참조 ']",쪽파양념장 한수꾸락 올려서~ 쓱쓱 비벼먹는맛~ 홍합영양밥,"['1. 쌀 반컵을 씻어 불렸답니다..', '2. 홍합의 양은 중요하지않구요.. 준비된 홍합을 끓여 홍합육수를 만들어두세요', '3. 홍합껍질과 살을 따로 분리해서 준비하시고.. 은행도 준비해두세요.. 은행이나 밤,대추등..넣고싶은 재료를 넣어주심 되네요~', '4. 불린쌀과..홍합육수 한컵을 넣어주었답니다..', '5. 냄비밥을 할때 주의점은.. 밥물이 넘칠수있으니 잘 지켜보시구요.. 오늘 홍합영양밥은 해물육수기때문에 금새 끓어 넘치거든요.. 지켜서서 끓여주다가.. 밥물이 넘치기전 불을 줄이고 뚜껑을 열어 끓여주신다음 밥물이 졸아들면.. 준비된 홍합과 은행등을 넣어주세요~', '6. 이제 뚜껑을 닫고.. 불을 약하게 하신다음 은근히 끓여주세요~', '7. 밥에 뜸을 들일동안.. 쪽파양념장을 만들어두세요~ 쪽파한단사다가 양념으로 넣어먹고.. 키친타올에 잘 말아서 보관해뒀건만.. 시간이 지나니 자꾸만 시들어가고.. 할수없이 상한부분 잘라내고.. 이렇게 양념장으로 만들어 밥에 비벼벅으니 또 다른 반찬이 되어주더라구요~', '8. 그사이.. 밥이 다 되었어요~']",
428,429,밥/죽/떡,일상,해물류,끓이기,든든한 전복내장죽,https://www.10000recipe.com/recipe/4521933,"51,093",cookking,1,30분 이내,중급,"['불린쌀 ', '전복내장 ', '당근 ', '양파 ', '멸치육수 ', '참기름 ', '소금 ']",전복내장이 들어가 풍미가 더 살아있는 전복죽입니다.,"['1. 전복내장은 실온에서 해동시켜 믹서에 넣어주세요.', '2. 달군팬에 참기름을 두르고 다진당근과 양파를 넣어주세요.', '3. 양파가 투명해지면 불린쌀을 넣어주세요.', '4. 쌀이 투명해질때까지 볶아주세요.', '5. 갈아 놓은 전복내장과 멸치육수를 넣어주세요.', '6. 소금 간을 살짝 하시고 국물이 졸아들때까지 약한 불에서 은근히 오래 끓여주세요.']",
429,430,밥/죽/떡,일상,해물류,끓이기,익은갓김치 홍합죽,https://www.10000recipe.com/recipe/6498023,"4,142",과일짱,1,60분 이내,초급,"['익은 갓김치 적당량', '쌀 1컵', '홍합 ', '다진파 ', '생수 2컵', '참기름 ']",익은김치가 처리 곤란해진다면 홍합살이나 생굴등을 넣고 부드럽고 시원하면서 칼칼하기까지한 김치죽으로 끓여보세요~,"['1. 쌀1컵은 미리 불린후 체에받혀 물기를 빼두세요~', '2. 달구어진 냄비에 참기름 두르고.. 불린쌀을 볶아주어요~', '3. 쌀이 볶아졌으면 익은갓김치를 넣고 함께 볶아주다가 생수를 2컵을 부어주고 숟가락으로 잘 저으면서 약불로 은근하게 끓여줍니다.', '4. 쌀이 퍼지기 시작할때쯤 홍합살을 넣어주어요~', '5. 마지막에 다진파를 넣어주면 끝~']",
430,431,밥/죽/떡,일상,해물류,끓이기,밥솥 생선살 다시육수밥,https://www.10000recipe.com/recipe/6942360,829,밥솥개미,1,30분 이내,아무나,"['생선살 100g', '쌀 1컵', '다진 파 1줌', '진간장 1T', '맛술 1T', '멸치가루 1T', '다시마 1장', '물 250ml', '진간장 2T', '고춧가루 0.5t', '참기름 1t', '다진파 1T', '통깨 1/2t', '마늘가루 1/4t']",비린내 없는 생선으로 맛있는 밥해드세요,"['1. 머그컵 한컵이 250ml인데 끓는 물 250ml을 머그에 담아서 멸치가루 1T, 다시마 작은것 한장을 넣고 우려서 육수를 내주세요\n*표고버섯 같이 우리셔도 좋아요', '2. 해동된 생선살을 잘 다듬어서 100g준비를 해주세요. 비린내가 없는 흰살 생선이 좋아요. 저는 붉은 퉁돔을 썼어요. \n*금태가 있으면 최고', '3. 쌀 1컵을 씻고 육수 우린물 250ml을 걸러서 넣고 진간장 1T, 맛술 1T넣어주세요', '4. 다듬은 생선살을 위에 얹고 일반취사해주세요. 혹시 표고버섯 불린 것 있으시면 썰어서 넣어주세요', '5. 밥이 되어가는 동안 양념장을 만들어주세요. 진간장 2T, 참기름 1t, 고춧가루 0.5t, 통깨 0.5t, 마늘가루 1/4t(다진 마늘 1/2t), 다진파 조금', '6. 밥이 다되면 주걱으로 저어주세요', '7. 그릇에 담아 다진파 한줌 넣고 취향에 따라 양념장 1-2T 올려서 같이 비벼드세요']","['밥솥', '생선', '밥']"
431,432,밥/죽/떡,일상,해물류,끓이기,기력회복에 효과적인 전복죽 맛있게 만드는 황금레시피 ,https://www.10000recipe.com/recipe/6886488,"16,728",송송이야,2,15분 이내,초급,"['전복내장 1/3종이컵', '전복 1종이컵', '찹쌀 1종이컵', '쌀뜬물 3종이컵', '들기름 3숟가락', '소금 1/3숟가락', '깨소금 1/2숟가락']","주책맞게 속쓰림, 복통과 함께 배고품이 몰려와서..

급 퇴근하고 만들어 먹은 전복죽이에요~ 주말에 시골집에서 저녁으로 먹을려고

전복 5개 해동했는데... 시간이 없어서 못먹고 엄마가 급하게 구워주신 전복이 있었어요.

그래서

기력회복에 효과적인 전복죽 맛있게 만드는 황금레시피 포스팅을 할께요~","['1. 찹쌀을 3번 정도 씻어서 쌀의 1.5배에서 2배로 물을 넣어 불려줍니다.\n(물의 양은 기호에 따라 촉촉한걸 좋아하시면 더 많이, \n빡빡 또는 뻑뻑한걸 좋아하신다면 작게 넣어 불려주세요.)\n(기호를 모르겠으면 물을 좀 넉넉하게 하고 물을 조금 냠겨 둔 후에 쌀을 부어 전복죽을 끓이다가 물을 추가하셔도 됩니다.)\n취사한 밥도 가능하고, 시간이 얼마 없음 뜨거운물에 넣어두세요,)', '2. 팬에 들기름 3숟가락을 넣은 후에 손질해둔 전복내장을 넣어', '3. 들기름에 전복내장을 볶아주세요.\n손질한 전복도 함께 넣어 볶아 주심 됩니다.\n(저는 전복을 시골집에서 구워 와서 추우에 넣어줄꺼에요.)전복 손질법 레시피\u200b', '4. 물에 불린 찹쌀을 넣어 한번 볶은 후에 소금을 가미하고', '5. 쌀뜬물을 넣고,', '6. 팔팔 끓여줍니다.', '7. 전복은 이미 볶았거나 볶은걸 넣었기에..\n불린 찹쌀이 익었는지 확인해줍니다.\n(저는 구운 전복이라 지금 넣어줍니다.) \n약불에서 중불로 놓고 시간날때마다(개인성향에 따라)\n저어주면서 찹쌀이 익도록 끓여줍니다.', '8. 지금상태에서 기호에 맞게 조리하시면 됩니다.\n저는 촉촉하다못해 축축한 죽을 좋아하다보니 쌀반 물 5배로 넣고 \n약불에 끓이면서 집안일 했어요.', '9. 시골집에서 들기름에 구워온 전복 3개는 잘라서 넣고, 1개는 지금 통채 넣었어요.', '10. 냄비에 전복죽에 쌀이 익었는지 한입 떠서 보고, 먹어보고\n덜익었으면 계속 끓이고, 뻑뻑해보이면 물을 더 넣어서 끓이면서 휘저어주시면 됩니다.', '11. 깨소금 또는 깨를 넣어서 마지막으로 볶아 삶으면 완성입니다.', '12. 기호에 따라 간장, 참기름을 추가하여 드세요~', '13. 저는 오분자기보다는 크고 자연산 전복보다는 작은 엄지손가락 만한 전복을 자주 구매해 손질 후에 내장은 냉동보관하고\n전복은 마늘, 고추 넣고 들기름에 볶아서 반찬으로 자주 먹고 있어요.', '14. 전복은 끓이거나 볶으면 원래 모습보다 작아지니 칼집을 내거나 자를 때 참고하세요.']","['전복죽', '기력회복', '도시락', '죽', '전복찹쌀죽', '찹쌀죽', '죽요리', '죽만들기', '황금레시피', '죽끓이기']"
